pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist,is_borderline_massive,size_class,temp_zone,P_HABITABLE,P_ESI,P_TYPE,P_HABZONE_OPT,P_HABZONE_CON,hwc_habitable_label
K2-161 b,K2-161,Transit,2018,9.283188,6.11721229,31.1,,4972.0,2.568173,0.986876,916.319,False,Giant,,0.0,0.13012466,Neptunian,0.0,0.0,Not habitable
KELT-3 b,KELT-3,Transit,2013,2.70339,17.48604,616.5902,1816.0,6304.0,1.7,1.96,210.252,False,Giant,Too Hot,0.0,0.052974685,Jovian,0.0,0.0,Not habitable
Kepler-97 c,Kepler-97,Radial Velocity,2014,789.0,,344.0,,5779.0,0.98,0.94,400.907,False,,,0.0,0.29780145,Jovian,1.0,0.0,Not habitable
KELT-14 b,KELT-14,Transit,2016,1.7100566,19.537287,408.09372,1970.0,5720.0,1.52,1.239,250.121,False,Giant,Too Hot,0.0,0.047945583,Jovian,0.0,0.0,Not habitable
tau Cet h,tau Cet,Radial Velocity,2017,49.41,1.19,1.83,473.22,5310.0,0.83,0.783,3.60304,False,Earth-sized,Too Hot,0.0,0.43652644,Terran,0.0,0.0,Not habitable
K2-154 c,K2-154,Transit,2018,7.95486,2.07,4.94,552.0,4097.0,0.63,0.65,129.356,False,Sub-Neptune/Neptune,Too Hot,0.0,0.31173614,Superterran,0.0,0.0,Not habitable
K2-246 b,K2-246,Transit,2018,5.76918,3.49,12.0,977.0,5610.0,0.94,0.87,703.616,False,Sub-Neptune/Neptune,Too Hot,0.0,0.19774427,Neptunian,0.0,0.0,Not habitable
TOI-969 b,TOI-969,Transit,2022,1.8237305,2.765,9.1,941.0,4435.0,0.671,0.734,77.2554,False,Sub-Neptune/Neptune,Too Hot,0.0,0.22349116,Neptunian,0.0,0.0,Not habitable
TOI-1291 b,TOI-1291,Transit,2026,7.1620097551,5.63826391,27.1,1649.0,6139.95,1.8109,1.2,428.123,False,Sub-Neptune/Neptune,Too Hot,,,,,,
HD 220689 b,HD 220689,Radial Velocity,2012,2266.4,13.7,381.3940884,160.11,5921.0,1.068,1.016,46.8778,False,Giant,Too Cold,0.0,0.16464439,Jovian,0.0,0.0,Not habitable
GJ 163 b,GJ 163,Radial Velocity,2013,8.63182,3.25,10.6,438.49,3500.0,0.409738,0.4,15.1285,False,Sub-Neptune/Neptune,Too Hot,0.0,0.38834652,Neptunian,0.0,0.0,Not habitable
WASP-104 b,WASP-104,Transit,2014,1.7554137,12.745,404.263,1516.0,5475.0,0.963,1.076,185.932,False,Giant,Too Hot,0.0,0.071319152,Jovian,0.0,0.0,Not habitable
HAT-P-53 b,HAT-P-53,Transit,2015,1.9616241,14.773462,471.65972,1778.0,5956.0,1.209,1.093,666.802,False,Giant,Too Hot,0.0,0.061894782,Jovian,0.0,0.0,Not habitable
HD 111591 b,HD 111591,Radial Velocity,2017,1056.4,12.9,1398.452,422.08,4884.0,8.03,1.94,114.166,False,Giant,Too Hot,0.0,0.20601579,Jovian,0.0,0.0,Not habitable
K2-155 b,K2-155,Transit,2018,6.342,1.8,3.89,708.0,4258.0,0.58,0.65,72.7998,False,Super-Earth,Too Hot,0.0,0.33337848,Superterran,0.0,0.0,Not habitable
HD 180053 b,HD 180053,Radial Velocity,2018,213.72,13.3,697.31902,542.98,5131.0,4.06,1.75,137.043,False,Giant,Too Hot,0.0,0.12315659,Jovian,0.0,0.0,Not habitable
TOI-1669 c,TOI-1669,Transit,2024,2.6800535,2.2963977,13.0,1285.16,5497.0,1.0561,0.9867,111.276,False,Sub-Neptune/Neptune,Too Hot,,,,,,
K2-165 d,K2-165,Transit,2018,14.101361,2.64809498,7.5,629.38,5185.0,0.803827,0.834847,134.591,False,Sub-Neptune/Neptune,Too Hot,0.0,0.25781619,Neptunian,0.0,0.0,Not habitable
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,Astrometry,2013,246.36,11.9,9057.77,,,,0.075,20.77,True,Giant,,0.0,,Jovian,0.0,0.0,Not habitable
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,Radial Velocity,2014,5.118,14.0,127.132,,5725.0,0.89,0.96,914.221,False,Giant,,0.0,0.067786258,Jovian,0.0,0.0,Not habitable
HD 14067 b,HD 14067,Radial Velocity,2014,2744.0,12.2,4862.7746271,360.28,4815.0,12.4,2.4,142.024,True,Giant,Too Hot,0.0,0.26772605,Jovian,0.0,0.0,Not habitable
K2-30 b,K2-30,Transit,2016,4.098503,11.646151,184.02357,1092.0,5425.0,0.844,0.9,333.042,False,Giant,Too Hot,0.0,0.080228109,Jovian,0.0,0.0,Not habitable
YZ Cet d,YZ Cet,Radial Velocity,2017,4.65626,1.03,1.09,356.7,3151.0,0.157,0.142,3.71207,False,Earth-sized,Too Hot,0.0,0.67449052,Terran,0.0,0.0,Not habitable
Kepler-90 i,KOI-351,Transit,2017,14.44912,1.32,2.3,709.0,6015.0,1.29,1.12,848.254,False,Super-Earth,Too Hot,0.0,0.29747591,Terran,0.0,0.0,Not habitable
HD 75784 c,HD 75784,Radial Velocity,2018,7900.0,12.8,1792.5612,149.31,4867.0,3.4,1.26,85.4321,False,Giant,Too Cold,0.0,0.15965037,Jovian,0.0,0.0,Not habitable
WASP-56 b,WASP-56,Transit,2012,4.6171,10.53646,143.0235,1216.0,5600.0,0.96,0.71,321.084,False,Giant,Too Hot,0.0,0.085281235,Jovian,0.0,0.0,Not habitable
GJ 667 C g,GJ 667 C,Radial Velocity,2013,256.2,1.99,4.6,,3350.0,,0.33,7.24396,False,Super-Earth,,0.0,0.31345348,Superterran,0.0,0.0,Not habitable
WASP-135 b,WASP-135,Transit,2015,1.4013794,14.5717,603.877,1403.66,5675.0,0.96,0.98,298.214,False,Giant,Too Hot,0.0,0.063348155,Jovian,0.0,0.0,Not habitable
CoRoT-32 b,CoRoT-32,Transit,2018,6.71837,6.38913,47.6745,938.0,5970.0,0.79,1.08,576.683,False,Giant,Too Hot,,,,,,
TOI-1054.01,TOI-1054,Transit,2021,15.5077855,2.43432,6.5,853.0,6122.0,1.17,1.14,88.4343,False,Sub-Neptune/Neptune,Too Hot,,,,,,
Kepler-504 b,Kepler-504,Transit,2016,9.549275422,1.59,3.15,374.0,3519.0,0.33,0.33,99.0688,False,Super-Earth,Too Hot,0.0,0.46077378,Terran,0.0,0.0,Not habitable
KMT-2025-BLG-0975L b,KMT-2025-BLG-0975L,Microlensing,2026,,5.97,29.8,,,,0.1,7923.0,False,Sub-Neptune/Neptune,,,,,,,
TOI-1691 b,TOI-1691,Transit,2024,16.736888935,3.66,14.6,703.49,5759.0,1.0,1.03,111.445,False,Sub-Neptune/Neptune,Too Hot,,,,,,
K2-221 b,K2-221,Transit,2018,2.399094,1.67890272,3.46,,5716.0,0.947599,1.010842,318.81,False,Super-Earth,,0.0,0.27249824,Superterran,0.0,0.0,Not habitable
GJ 504 b,GJ 504,Imaging,2013,,12.10569916,1271.3,510.0,6234.0,1.26,1.22,17.5299,False,Giant,Too Hot,0.0,0.069902199,Jovian,0.0,0.0,Not habitable
WASP-68 b,WASP-68,Transit,2014,5.0843,14.79588,343.2564,1490.0,5910.0,1.79,1.49,226.399,False,Giant,Too Hot,0.0,0.062450515,Jovian,0.0,0.0,Not habitable
psi1 Dra B b,psi1 Dra B,Radial Velocity,2015,3117.0,13.5,486.2799,159.48,6212.0,1.255735,1.19,22.7188,False,Giant,Too Cold,0.0,0.17352909,Jovian,0.0,0.0,Not habitable
K2-118 b,K2-118,Transit,2017,50.92092,2.54,6.99,394.64,4726.29,0.734626,0.756446,321.722,False,Sub-Neptune/Neptune,Too Hot,0.0,0.44846138,Neptunian,0.0,0.0,Not habitable
GJ 3942 b,GJ 3942,Radial Velocity,2017,6.905,2.57,7.14,590.0,3867.0,0.61,0.63,16.9287,False,Sub-Neptune/Neptune,Too Hot,0.0,0.28678397,Superterran,0.0,0.0,Not habitable
Kepler-1654 b,Kepler-1654,Transit,2018,1047.8356,9.180171,158.915,206.0,5597.0,1.179,1.011,568.117,False,Giant,Temperate,0.0,0.32080459,Jovian,0.0,0.0,Not habitable
TOI-1695 b,TOI-1695,Transit,2022,3.1342791,1.9,6.36,698.0,3690.0,0.515,0.513,45.1309,False,Super-Earth,Too Hot,0.0,0.29288865,Superterran,0.0,0.0,Not habitable
Kepler-750 b,Kepler-750,Transit,2016,9.42887179,3.07,9.64,1163.0,6160.0,1.23,1.15,1296.02,False,Sub-Neptune/Neptune,Too Hot,0.0,0.21160701,Neptunian,0.0,0.0,Not habitable
WASP-78 b,WASP-78,Transit,2012,2.17518,21.63337,352.7913,2469.7,6100.0,2.46,1.87,754.258,False,Giant,Too Hot,0.0,0.043382005,Jovian,0.0,0.0,Not habitable
HD 66141 b,HD 66141,Radial Velocity,2012,480.5,12.8,1906.9,880.31,4323.0,21.4,1.1,68.1509,False,Giant,Too Hot,0.0,0.07841855,Jovian,0.0,0.0,Not habitable
HD 203030 b,HD 203030,Imaging,2006,,14.4595851,3496.112477,1040.0,5603.0,0.856458,0.94,39.2503,False,Giant,Too Hot,0.0,0.062451782,Jovian,0.0,0.0,Not habitable
WASP-88 b,WASP-88,Transit,2014,4.954,16.36514,133.4886,1772.0,6430.0,1.8,0.94,523.756,False,Giant,Too Hot,0.0,0.05665537,Jovian,0.0,0.0,Not habitable
KIC 10001893 c,KIC 10001893,Orbital Brightness Modulation,2014,0.32528,,,,27500.0,0.18,0.47,1672.94,False,,,0.0,,,0.0,0.0,Not habitable
Wolf 1061 d,Wolf 1061,Radial Velocity,2015,217.21,2.69,7.7,130.24,3342.0,0.307,0.294,4.30592,False,Sub-Neptune/Neptune,Too Cold,0.0,0.28901176,Superterran,0.0,0.0,Not habitable
K2-130 b,K2-130,Transit,2017,2.49412,1.25,2.1,1013.11,4356.47,0.744261,0.69563,118.011,False,Super-Earth,Too Hot,0.0,0.2974133,Terran,0.0,0.0,Not habitable
K2-129 b,K2-129,Transit,2017,8.239493,1.04,1.12,419.19,3459.09,0.36001,0.360031,27.7957,False,Earth-sized,Too Hot,0.0,0.5446506,Terran,0.0,0.0,Not habitable
HD 147379 b,HD 147379,Radial Velocity,2017,86.58,4.94,21.6,276.66,4090.0,0.628304,0.58,10.7643,False,Sub-Neptune/Neptune,Temperate,0.0,0.52339129,Neptunian,1.0,1.0,Not habitable
HATS-42 b,HATS-42,Transit,2018,2.292102,15.6926,597.5204,1856.0,6060.0,1.48,1.273,800.377,False,Giant,Too Hot,0.0,0.058526786,Jovian,0.0,0.0,Not habitable
WASP-144 b,WASP-144,Transit,2018,2.2783152,9.52765,139.8452,1260.0,5200.0,0.81,0.81,355.513,False,Giant,Too Hot,0.0,0.091488053,Jovian,0.0,0.0,Not habitable
HD 83443 c,HD 83443,Radial Velocity,2022,8241.0,13.6,476.7426105,89.95,5442.0,0.94,1.0,40.8991,False,Giant,Too Cold,0.0,0.085699426,Jovian,0.0,0.0,Not habitable
TOI-1347 c,TOI-1347,Transit,2024,4.841962,1.6,6.4,1000.0,5464.0,0.83,0.913,147.476,False,Super-Earth,Too Hot,0.0,0.28165234,Terran,0.0,0.0,Not habitable
HD 108147 b,HD 108147,Radial Velocity,2002,10.8985,10.9,82.95,890.0,6255.73,1.20664,1.22,38.92,False,Giant,Too Hot,0.0,0.084931679,Jovian,0.0,0.0,Not habitable
CHXR 73 b,CHXR 73,Imaging,2006,,12.3,3994.486,,3099.0,,0.35,190.374,False,Giant,,0.0,,Jovian,0.0,0.0,Not habitable
KIC 8540376 b,KOI-7892,Transit,2015,31.8099,4.1,15.8,,6474.0,1.26,1.04,1072.3,False,Sub-Neptune/Neptune,,0.0,0.19781824,Neptunian,0.0,0.0,Not habitable
HATS-51 b,HATS-51,Transit,2017,3.3488702,15.80469,244.09344,1553.0,5758.0,1.44,1.187,389.57,False,Giant,Too Hot,0.0,0.058679795,Jovian,0.0,0.0,Not habitable
K2-233 b,K2-233,Transit,2018,2.467583,1.315,2.4,1127.0,4796.0,0.71,0.79,67.5062,False,Super-Earth,Too Hot,0.0,0.29042712,Terran,0.0,0.0,Not habitable
Kepler-814 b,Kepler-814,Transit,2016,6.1469851,2.12,5.14,1164.0,6162.0,1.22,1.15,2055.77,False,Sub-Neptune/Neptune,Too Hot,0.0,0.25008973,Superterran,0.0,0.0,Not habitable
HD 18599 b,HD 18599,Transit,2022,4.1374354,2.6,24.1,863.0,5145.0,0.767,0.863,38.5653,False,Sub-Neptune/Neptune,Too Hot,0.0,0.23366928,Neptunian,0.0,0.0,Not habitable
Kepler-127 c,Kepler-127,Transit,2014,29.393195,2.66,7.56,698.0,6106.0,1.359,1.248,352.794,False,Sub-Neptune/Neptune,Too Hot,0.0,0.24337057,Neptunian,0.0,0.0,Not habitable
HIP 55507 b,HIP 55507,Radial Velocity,2022,5138.43727,12.6,2585.53409095,76.05,4171.0,0.723643,0.65,25.4893,False,Giant,Too Cold,0.0,0.07699844,Jovian,0.0,0.0,Not habitable
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,Radial Velocity,2024,77.48,13.4,572.0911326,683.0,6000.0,2.13,1.26,852.793,False,Giant,Too Hot,,,,,,
Kepler-955 b,Kepler-955,Transit,2016,14.53244172,3.13,9.96,664.0,5350.0,0.84,0.89,550.383,False,Sub-Neptune/Neptune,Too Hot,0.0,0.24085714,Neptunian,0.0,0.0,Not habitable
Kepler-962 b,Kepler-962,Transit,2016,12.05707239,1.97,4.54,689.0,5478.0,0.86,0.93,411.486,False,Super-Earth,Too Hot,0.0,0.27942468,Superterran,0.0,0.0,Not habitable
TOI-5678 b,TOI-5678,Transit,2023,47.73022,4.91,20.0,513.0,5485.0,0.938,0.905,165.393,False,Sub-Neptune/Neptune,Too Hot,0.0,0.24018819,Neptunian,0.0,0.0,Not habitable
HD 155918 c,HD 155918,Radial Velocity,2022,17202.19446,12.8,1878.04805696,77.38,5771.84,1.01906,1.03,27.561,False,Giant,Too Cold,0.0,0.076016068,Jovian,0.0,0.0,Not habitable
TOI-6034 b,TOI-6034,Transit,2024,2.576184,11.92,254.0,714.0,3635.0,0.489,0.514,117.992,False,Giant,Too Hot,,,,,,
HD 101581 b,HIP 56998,Transit,2025,4.46569,0.956,0.827,834.0,4675.0,0.63,0.653,12.7781,False,Earth-sized,Too Hot,,,,,,
Kepler-922 b,Kepler-922,Transit,2016,0.938466832,1.42,2.6,1876.0,5671.0,0.93,0.95,536.323,False,Super-Earth,Too Hot,0.0,0.28294953,Terran,0.0,0.0,Not habitable
Barnard c,Barnard's star,Radial Velocity,2025,4.1244,0.743,0.335,400.0,3195.0,0.185,0.162,1.82655,False,Earth-sized,Too Hot,,,,,,
TIC 32032563 b,TIC 32032563,Transit,2026,13.83460487791,3.47739942,11.9,,5567.93,1.00188,1.05,507.858,False,Sub-Neptune/Neptune,,,,,,,
Kepler-911 b,Kepler-911,Transit,2016,20.310501,2.6,7.27,931.0,6112.0,1.99,1.34,556.168,False,Sub-Neptune/Neptune,Too Hot,0.0,0.23225539,Neptunian,0.0,0.0,Not habitable
HD 16905 b,HD 16905,Radial Velocity,2022,10256.0,12.4,3591.4609991,69.63,4866.12,0.77494,0.85,39.7401,False,Giant,Too Cold,0.0,0.077334632,Jovian,0.0,0.0,Not habitable
HD 184010 b,HD 184010,Radial Velocity,2022,286.6,12.1,98.52680617,545.04,4971.0,4.86,1.35,60.7993,False,Giant,Too Hot,0.0,0.13946131,Jovian,0.0,0.0,Not habitable
TOI-6041 b,TOI-6041,Transit,2025,26.04945,4.55,28.9,605.6,5445.0,0.879,0.885,72.4731,False,Sub-Neptune/Neptune,Too Hot,,,,,,
TOI-6281 b,TOI-6281,Transit,2026,1.05426244177,1.92416074,4.36,2240.0,4533.23,0.874219,0.65,57.7451,False,Super-Earth,Too Hot,,,,,,
TOI-4600 c,TOI-4600,Transit,2023,482.8191,9.42,2946.26933289,191.0,5170.0,0.81,0.89,216.056,False,Giant,Too Cold,0.0,0.32390108,Jovian,1.0,0.0,Not habitable
Luhman 16 b,Luhman 16 A,Imaging,2017,9697.0,11.9,9344.1551658,,,,0.0338,,True,Giant,,,,,,,
Barnard b,Barnard's star,Radial Velocity,2024,3.1542,0.72,0.299,438.0,3195.0,0.185,0.162,1.82655,False,Earth-sized,Too Hot,,,,,,
Barnard e,Barnard's star,Radial Velocity,2025,6.7392,0.637,0.193,340.0,3195.0,0.185,0.162,1.82655,False,Earth-sized,Too Hot,,,,,,
HD 224018 c,HD 224018,Transit,2025,36.57669,2.42,10.4,641.0,5784.0,1.147,1.013,105.48,False,Sub-Neptune/Neptune,Too Hot,,,,,,
TIC 38825265 b,TIC 38825265,Transit,2026,3.31336980985,2.18869476,5.43,,4375.52,0.664503,0.64,165.638,False,Sub-Neptune/Neptune,,,,,,,
Kepler-1012 b,Kepler-1012,Transit,2016,5.50860439,1.29,2.21,934.0,5556.0,0.91,0.95,411.077,False,Super-Earth,Too Hot,0.0,0.29471062,Terran,0.0,0.0,Not habitable
Kepler-1754 b,Kepler-1754,Transit,2021,8.195949554,2.43996509,6.53,672.0,4723.0,0.747,0.734,718.945,False,Sub-Neptune/Neptune,Too Hot,0.0,0.26030822,Superterran,0.0,0.0,Not habitable
LHS 1678 d,LHS 1678,Transit,2024,4.9652229,0.981,0.907,462.95,3490.0,0.329,0.345,19.8782,False,Earth-sized,Too Hot,0.0,0.43342078,Terran,0.0,0.0,Not habitable
HD 18143 c,HD 18143,Radial Velocity,2022,28982.41764,12.5,3177.64841319,54.55,5078.0,0.87,0.85,22.5243,False,Giant,Too Cold,0.0,0.072821251,Jovian,0.0,0.0,Not habitable
Kepler-935 b,Kepler-935,Transit,2016,4.88083852,1.35,2.39,879.0,4830.0,0.73,0.78,471.782,False,Super-Earth,Too Hot,0.0,0.301806,Terran,0.0,0.0,Not habitable
Kepler-879 c,Kepler-879,Transit,2024,0.646716,0.4,0.0364,,5456.75,1.022,0.974,802.672,False,Earth-sized,,,,,,,
ZTF J1230-2655 b,ZTF J1230-2655,Transit,2025,0.23597766,13.78704626,7024.0077947,2949.65,10000.0,0.0123,0.646,186.69,True,Giant,Too Hot,,,,,,
TIC 270471727 b,TIC 270471727,Transit,2026,10.45623256647,2.75029559,8.0,1147.1,5271.39,0.997091,0.9,182.104,False,Sub-Neptune/Neptune,Too Hot,,,,,,
TIC 65612701 b,TIC 65612701,Transit,2026,10.22467974953,5.07802804,22.7,,5692.29,1.73709,1.06,151.624,False,Sub-Neptune/Neptune,,,,,,,
Kepler-1014 b,Kepler-1014,Transit,2016,16.57110363,2.39,6.3,614.0,5388.0,0.84,0.88,624.8,False,Sub-Neptune/Neptune,Too Hot,0.0,0.27591201,Superterran,0.0,0.0,Not habitable
Kepler-1044 b,Kepler-1044,Transit,2016,6.77408868,2.67,7.61,1058.0,5985.0,1.11,1.08,1278.96,False,Sub-Neptune/Neptune,Too Hot,0.0,0.22966906,Neptunian,0.0,0.0,Not habitable
Kepler-66 b,Kepler-66,Transit,2013,17.815815,2.8,8.25,699.0,5962.0,0.966,1.038,1202.96,False,Sub-Neptune/Neptune,Too Hot,0.0,0.23795513,Neptunian,0.0,0.0,Not habitable
Kepler-857 b,Kepler-857,Transit,2016,85.35129427,6.8,37.2,390.0,5773.0,0.99,0.99,983.502,False,Giant,Too Hot,0.0,0.2702105,Neptunian,0.0,0.0,Not habitable
TOI-6080 b,TOI-6080,Transit,2026,8.05562348084,3.32424168,11.0,919.33,5775.46,1.06221,1.01,188.183,False,Sub-Neptune/Neptune,Too Hot,,,,,,
Wolf 1069 b,Wolf 1069,Radial Velocity,2023,15.564,1.08,1.26,250.1,3158.0,0.1813,0.167,9.58341,False,Earth-sized,Temperate,1.0,0.84859348,Terran,1.0,1.0,Conservative sample
TOI-6330 b,TOI-6330,Transit,2025,6.8500246,10.89,3179.0,495.0,3539.0,0.49,0.531,139.042,False,Giant,Too Hot,,,,,,
ITG 15 b,ITG 15 A,Imaging,2024,,12.1,6674.396547,2601.0,,,,136.37,True,Giant,Too Hot,,,,,,
WISPIT 2 b,WISPIT 2,Imaging,2025,,17.93436912,1541.46777395,33.46,4400.0,1.418,1.08,134.907,False,Giant,Too Cold,,,,,,
NGTS-38 b,NGTS-38,Transit,2026,180.52797,12.11690814,1516.04150139,457.0,6310.0,1.88,1.46,268.637,False,Giant,Too Hot,,,,,,
TOI-5210 b,TOI-5210,Transit,2025,4.5661061,10.72699453,81.99972901,1286.0,5723.0,1.209,1.105,302.086,False,Giant,Too Hot,,,,,,
TOI-5726.01,TOI-5726,Transit,2024,5.491125215,2.554,7.05,1093.03,5874.0,1.106,1.06,108.848,False,Sub-Neptune/Neptune,Too Hot,,,,,,
HD 194490 b,HD 194490,Radial Velocity,2022,13092.18348,12.4,3561.90295725,90.87,5861.32,1.14911,1.06,80.2349,False,Giant,Too Cold,0.0,0.084047628,Jovian,0.0,0.0,Not habitable
HD 190228 b,HD 190228,Radial Velocity,2022,1143.59858,12.9,1598.67688721,267.99,5360.0,2.58658,1.415,62.7146,False,Giant,Temperate,0.0,0.39449919,Jovian,1.0,1.0,Not habitable
HD 206893 b,HD 206893,Imaging,2021,11100.0,14.01122587,6197.6539365,1429.2,6500.0,1.31116,1.31,40.7583,True,Giant,Too Hot,0.0,0.096254771,Jovian,0.0,0.0,Not habitable
HD 112570 b,HD 112570,Radial Velocity,2023,2615.0,13.1,1086.97315194,364.01,4750.0,9.85,1.15,101.166,False,Giant,Too Hot,0.0,0.29874725,Jovian,0.0,0.0,Not habitable
HD 154391 b,HD 154391,Radial Velocity,2023,5163.0,12.5,2892.2385037,253.57,4909.0,8.56,2.07,100.947,False,Giant,Temperate,0.0,0.38474638,Jovian,1.0,1.0,Not habitable
G 196-3 b,G 196-3,Imaging,2024,,12.0,8263.538582,1670.0,3517.0,0.522432,0.519782,21.7912,True,Giant,Too Hot,,,,,,
Kepler-1026 b,Kepler-1026,Transit,2016,36.5156053,2.21,5.52,425.0,4948.0,0.75,0.79,351.239,False,Sub-Neptune/Neptune,Too Hot,0.0,0.42442399,Superterran,0.0,0.0,Not habitable
G 261-6 b,G 261-6,Radial Velocity,2025,5.4536,1.1,1.37,322.3,2907.0,0.153162,0.118,10.6267,False,Earth-sized,Too Hot,,,,,,
TOI-5789 d,TOI-5789,Radial Velocity,2026,29.65,1.91,4.29,545.0,5185.0,0.833,0.821,20.4581,False,Super-Earth,Too Hot,,,,,,
TOI-5789 b,TOI-5789,Radial Velocity,2026,2.76369,1.26,2.12,1201.0,5185.0,0.833,0.821,20.4581,False,Super-Earth,Too Hot,,,,,,
TIC 142589416 b,TIC 142589416,Transit,2026,2.09518466313,2.67899519,7.65,,4396.27,0.713832,0.641,168.933,False,Sub-Neptune/Neptune,,,,,,,
NGTS-39 b,NGTS-39,Transit,2026,58.20472,12.195371,466.25427307,519.0,6053.0,1.16,1.16,278.402,False,Giant,Too Hot,,,,,,
Gliese 48 b,Gliese 48,Radial Velocity,2026,39.6299,2.77,8.11,271.0,3450.0,0.463,0.47,8.23366,False,Sub-Neptune/Neptune,Temperate,,,,,,
Kepler-993 b,Kepler-993,Transit,2016,22.08557563,2.97,9.11,352.0,3843.0,0.54,0.57,324.423,False,Sub-Neptune/Neptune,Too Hot,0.0,0.47367615,Neptunian,0.0,0.0,Not habitable
Kepler-80 d,Kepler-80,Transit,2014,3.07222,1.53,6.75,722.0,4540.0,0.678,0.73,369.451,False,Super-Earth,Too Hot,0.0,0.2887284,Terran,0.0,0.0,Not habitable
K2-411 b,K2-411,Transit,2022,3.2141,0.9898,0.937,1428.52,5711.0,1.375,1.018,298.219,False,Earth-sized,Too Hot,0.0,0.29492006,Terran,0.0,0.0,Not habitable
HD 169142 b,HD 169142,Imaging,2023,,13.1,953.485221,71.02,7246.0,1.53702,1.85,113.6,False,Giant,Too Cold,0.0,0.072737373,Jovian,0.0,0.0,Not habitable
TOI-6383 A b,TOI-6383 A,Transit,2024,1.79058695,11.29,331.0,745.0,3444.0,0.457,0.458,171.319,False,Giant,Too Hot,,,,,,
TIC 139270665 b,TIC 139270665,Transit,2024,23.624,7.22979255,147.15455244,703.0,5844.0,1.016,1.035,189.875,False,Giant,Too Hot,,,,,,
TOI-7149 b,TOI-7149,Transit,2025,2.65206166,13.2,224.0,593.0,3363.0,0.351,0.344,126.126,False,Giant,Too Hot,,,,,,
Kepler-348 b,Kepler-348,Transit,2014,7.05677,1.52,2.92,1196.0,6177.0,1.359,1.189,570.783,False,Super-Earth,Too Hot,0.0,0.28094113,Terran,0.0,0.0,Not habitable
TOI-5789 e,TOI-5789,Radial Velocity,2026,62.98,3.43,11.61,424.0,5185.0,0.833,0.821,20.4581,False,Sub-Neptune/Neptune,Too Hot,,,,,,
TIC 154870955 b,TIC 154870955,Transit,2026,7.9698747128,3.09467466,9.77,,4739.58,0.724328,0.828,226.463,False,Sub-Neptune/Neptune,,,,,,,
Kepler-332 b,Kepler-332,Transit,2014,7.626324,1.17,1.71,703.0,4955.0,0.72,0.743,344.19,False,Earth-sized,Too Hot,0.0,0.31674277,Terran,0.0,0.0,Not habitable
TOI-5238 b,TOI-5238,Transit,2022,4.872171,5.22,23.7,1042.0,5631.0,1.02283,1.0,290.646,False,Sub-Neptune/Neptune,Too Hot,0.0,0.14939572,Neptunian,0.0,0.0,Not habitable
Kepler-914 b,Kepler-914,Transit,2016,4.40966548,1.38,2.48,1192.0,5877.0,1.15,1.1,753.723,False,Super-Earth,Too Hot,0.0,0.28628389,Terran,0.0,0.0,Not habitable
K2-413 c,K2-413,Transit,2022,5.3301,1.2327,2.05,804.55,4116.0,0.7,0.808,285.162,False,Earth-sized,Too Hot,0.0,0.30621722,Terran,0.0,0.0,Not habitable
TOI-6086 b,TOI-6086,Transit,2024,1.3888725,1.18,1.76,634.0,3200.0,0.259,0.254,31.4566,False,Earth-sized,Too Hot,,,,,,
Kepler-314 c,Kepler-314,Transit,2014,5.960392,2.9,8.75,890.0,5378.0,0.95,0.99,268.881,False,Sub-Neptune/Neptune,Too Hot,0.0,0.22213401,Neptunian,0.0,0.0,Not habitable
HIP 29442 c,TOI-469,Radial Velocity,2023,3.5379559,1.551,4.5,1123.0,5289.0,0.98,0.901,68.192,False,Super-Earth,Too Hot,0.0,0.27898284,Terran,0.0,0.0,Not habitable
HD 63433 d,HD 63433,Transit,2023,4.209075,1.073,1.25,1040.0,5688.0,0.912,0.99,22.4035,False,Earth-sized,Too Hot,0.0,0.29714636,Terran,0.0,0.0,Not habitable
Kepler-317 b,Kepler-317,Transit,2014,5.524242,2.09,109.8,976.0,5497.0,0.941,0.865,940.584,False,Sub-Neptune/Neptune,Too Hot,0.0,0.25814723,Superterran,0.0,0.0,Not habitable
TOI-7384 b,TOI-7384,Transit,2026,6.2340258,3.56,12.4,378.0,3185.0,0.319,0.318,66.7902,False,Sub-Neptune/Neptune,Too Hot,,,,,,
Kepler-1768 b,Kepler-1768,Transit,2021,15.13589954,2.23346338,5.62,933.0,6050.0,1.572,1.24,632.766,False,Sub-Neptune/Neptune,Too Hot,0.0,0.25439134,Superterran,0.0,0.0,Not habitable
Kepler-981 b,Kepler-981,Transit,2016,4.469757736,2.31,5.95,1103.0,5718.0,0.96,0.98,878.082,False,Sub-Neptune/Neptune,Too Hot,0.0,0.24404617,Superterran,0.0,0.0,Not habitable
Kepler-1043 b,Kepler-1043,Transit,2016,38.5053398,2.55,7.04,532.0,5629.0,0.9,0.92,903.332,False,Sub-Neptune/Neptune,Too Hot,0.0,0.29554598,Neptunian,0.0,0.0,Not habitable
TOI-5777 b,TOI-5777,Transit,2026,6.91716177373,3.09551273,9.78,602.0,4408.03,0.671912,0.658,114.277,False,Sub-Neptune/Neptune,Too Hot,,,,,,
