pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist
Kepler-597 b,Kepler-597,Transit,2016,13.02365861,2.37,6.21,743.0,5683.0,0.95,0.97,663.418
Kepler-1603 b,Kepler-1603,Transit,2016,2.27163926,1.29,2.21,1522.0,6241.0,1.31,1.21,2712.58
Kepler-1450 b,Kepler-1450,Transit,2016,54.5094166,1.71,3.57,308.0,4524.0,0.68,0.71,505.829
Kepler-1451 b,Kepler-1451,Transit,2016,35.622233,3.35,11.2,523.0,5782.0,0.99,1.0,1058.72
Kepler-603 d,Kepler-603,Transit,2016,6.2171292,1.32,2.3,1098.0,5808.0,1.01,1.01,1539.63
Kepler-605 c,Kepler-605,Transit,2016,2.358951515,0.86,0.566,1278.0,5462.0,0.88,0.91,556.58
Kepler-1568 b,Kepler-1568,Transit,2016,20.925392,1.3,2.24,729.0,5956.0,1.19,1.09,916.313
Kepler-1606 b,Kepler-1606,Transit,2016,196.435224,2.07,4.94,324.0,5422.0,0.86,0.9,831.287
Kepler-1452 b,Kepler-1452,Transit,2016,42.913751,2.7,7.75,810.0,6101.0,2.06,1.41,996.32
Kepler-1571 b,Kepler-1571,Transit,2016,3.38555488,1.52,2.92,1476.0,6297.0,1.39,1.23,675.303
Kepler-1570 b,Kepler-1570,Transit,2016,26.548955,1.07,1.24,836.0,5550.0,0.89,0.92,918.995
Kepler-1572 b,Kepler-1572,Transit,2016,5.49548621,0.94,0.779,1293.0,5618.0,0.95,0.97,946.602
Kepler-1607 b,Kepler-1607,Transit,2016,13.6473676,0.92,0.721,913.0,6116.0,1.21,1.14,1286.1
Kepler-1609 b,Kepler-1609,Transit,2016,114.34219,2.22,5.56,429.0,6132.0,1.27,1.18,1826.04
Kepler-1457 b,Kepler-1457,Transit,2016,51.1110243,1.99,4.62,478.0,5866.0,1.01,1.01,889.885
Kepler-1458 b,Kepler-1458,Transit,2016,47.9872764,2.76,8.05,493.0,5653.0,0.94,0.96,544.45
Kepler-217 d,Kepler-217,Transit,2016,3.88689525,1.32,2.3,1574.0,6341.0,1.76,1.37,1104.64
Kepler-625 c,Kepler-625,Transit,2016,4.1653651,1.05,1.16,1048.0,5789.0,0.96,1.04,760.708
Kepler-653 c,Kepler-653,Transit,2016,0.900376476,0.78,0.399,2078.0,5665.0,1.19,1.02,595.634
Kepler-1575 b,Kepler-1575,Transit,2016,2.55314213,1.31,2.27,1312.0,5667.0,0.92,0.95,1246.92
Kepler-578 b,Kepler-578,Transit,2016,1.616883696,2.0,4.66,1774.0,5334.0,0.83,0.87,541.432
Kepler-1461 b,Kepler-1461,Transit,2016,29.3494775,2.03,4.78,451.0,4919.0,0.74,0.79,679.106
Kepler-1541 b,Kepler-1541,Transit,2016,8.40691199,1.16,1.65,1048.0,5282.0,0.81,0.86,416.692
Kepler-1576 b,Kepler-1576,Transit,2016,6.98471973,1.04,1.12,1059.0,5876.0,1.06,1.05,460.91
Kepler-603 b,Kepler-603,Transit,2016,21.05358596,2.65,7.51,731.0,5808.0,1.01,1.01,1539.63
Kepler-640 b,Kepler-640,Transit,2016,22.24813967,2.56,7.08,609.0,5653.0,0.94,1.01,557.787
Kepler-722 b,Kepler-722,Transit,2016,4.093573252,2.63,7.41,1182.0,5863.0,1.05,1.03,1239.5
Kepler-634 b,Kepler-634,Transit,2016,5.16950177,1.89,4.23,1309.0,6075.0,1.24,1.03,888.027
Kepler-701 b,Kepler-701,Transit,2016,10.35533177,2.84,8.45,777.0,5343.0,0.84,0.88,774.152
Kepler-709 b,Kepler-709,Transit,2016,16.08524954,2.92,8.85,613.0,5071.0,0.77,0.8,664.843
Kepler-1625 b,Kepler-1625,Transit,2016,287.378949,6.06,30.6,350.0,5677.0,0.94,0.96,2310.11
Kepler-1501 b,Kepler-1501,Transit,2016,14.5564533,1.56,3.05,787.0,6229.0,1.3,1.2,749.06
Kepler-1500 b,Kepler-1500,Transit,2016,15.0330105,1.2,1.87,928.0,5845.0,1.0,1.0,1217.82
Kepler-1522 b,Kepler-1522,Transit,2016,1.847889171,1.73,3.64,1374.0,5706.0,0.93,0.96,814.125
Kepler-702 b,Kepler-702,Transit,2016,10.526294063,9.17,61.8,713.0,5419.0,0.86,0.9,992.071
Kepler-641 b,Kepler-641,Transit,2016,9.48961571,1.85,4.08,926.0,5713.0,1.13,1.02,969.918
Kepler-1626 b,Kepler-1626,Transit,2016,4.13962966,2.02,4.74,1352.0,6826.0,1.85,1.51,1368.83
Kepler-609 b,Kepler-609,Transit,2016,6.521210666,3.35,11.2,932.0,5971.0,1.14,1.09,1065.82
Kepler-724 b,Kepler-724,Transit,2016,3.314946338,3.29,10.8,1155.0,5437.0,0.86,0.9,853.119
Kepler-1504 b,Kepler-1504,Transit,2016,82.304003,2.13,5.18,485.0,5393.0,0.81,0.85,2435.94
Kepler-1505 b,Kepler-1505,Transit,2016,30.8609366,0.93,0.749,525.0,5686.0,0.86,0.93,495.148
Kepler-1524 b,Kepler-1524,Transit,2016,70.9674603,3.54,12.3,438.0,6179.0,1.25,1.17,381.773
Kepler-495 b,Kepler-495,Transit,2016,3.413036221,5.23,23.8,1200.0,5346.0,0.83,0.86,658.924
Kepler-710 b,Kepler-710,Transit,2016,4.347285527,1.88,4.19,1174.0,5611.0,0.91,0.94,1448.34
Kepler-540 b,Kepler-540,Transit,2016,172.7049784,2.71,7.8,355.0,5946.0,1.08,1.02,390.374
Kepler-1644 b,Kepler-1644,Transit,2016,21.0907758,1.88,4.19,606.0,5499.0,0.86,0.89,629.27
Kepler-1507 b,Kepler-1507,Transit,2016,16.0506213,0.84,0.52,630.0,5410.0,0.85,0.89,320.478
Kepler-1506 b,Kepler-1506,Transit,2016,14.0329154,1.32,2.3,783.0,5676.0,0.93,0.95,2366.02
Kepler-1086 c,Kepler-1086,Transit,2016,161.5163345,2.94,8.96,211.0,4350.0,0.66,0.7,466.084
Kepler-604 b,Kepler-604,Transit,2016,25.85501786,2.59,7.22,637.0,5890.0,1.03,1.02,1026.49
Kepler-1627 b,Kepler-1627,Transit,2016,7.20283653,3.69,13.2,794.0,5445.0,0.84,0.87,317.437
Kepler-1510 b,Kepler-1510,Transit,2016,84.703921,3.36,11.2,537.0,6200.0,1.28,1.19,1696.25
Kepler-1511 b,Kepler-1511,Transit,2016,23.2382792,1.68,3.46,903.0,6064.0,1.29,1.17,1475.6
Kepler-1526 b,Kepler-1526,Transit,2016,3.908632005,2.43,6.48,787.0,4601.0,0.69,0.73,555.574
Kepler-643 b,Kepler-643,Transit,2016,16.33889626,10.16,321.0083,963.0,4908.0,2.52,1.0,1063.58
Kepler-642 b,Kepler-642,Transit,2016,4.41745855,2.9,8.75,1810.0,6570.0,1.66,1.4,781.582
Kepler-711 b,Kepler-711,Transit,2016,23.58914398,3.41,11.5,487.0,5222.0,0.8,0.84,624.575
Kepler-726 b,Kepler-726,Transit,2016,21.80451088,3.26,10.7,543.0,5452.0,0.85,0.88,762.081
Kepler-401 d,Kepler-401,Transit,2016,184.256405,2.27,5.77,380.0,6184.0,1.29,1.17,965.56
Kepler-1512 b,Kepler-1512,Transit,2016,20.35972599,1.18,1.76,322.0,4372.0,0.67,0.73,162.0
Kepler-1528 b,Kepler-1528,Transit,2016,1.791110205,1.46,2.73,1549.0,5857.0,1.03,1.03,817.534
Kepler-1529 b,Kepler-1529,Transit,2016,5.33905686,2.1,5.06,817.0,5048.0,0.77,0.81,661.014
Kepler-1388 d,Kepler-1388,Transit,2016,20.9568158,2.86,8.55,363.0,4098.0,0.61,0.63,453.795
Kepler-622 b,Kepler-622,Transit,2016,14.28226676,2.13,5.18,446.0,4201.0,0.61,0.64,284.761
Kepler-1530 b,Kepler-1530,Transit,2016,2.5904434,1.64,3.33,1484.0,5477.0,0.88,0.92,489.876
Kepler-1530 c,Kepler-1530,Transit,2016,5.3227406,1.65,3.36,1167.0,5477.0,0.88,0.92,489.876
Kepler-1632 b,Kepler-1632,Transit,2016,448.303558,2.47,6.66,369.0,6137.0,1.19,1.12,716.76
Kepler-1631 b,Kepler-1631,Transit,2016,4.09513932,1.35,2.39,1122.0,5679.0,0.95,0.97,1305.99
Kepler-1534 b,Kepler-1534,Transit,2016,5.71668872,1.89,4.23,955.0,5442.0,0.86,0.9,1107.0
Kepler-1531 b,Kepler-1531,Transit,2016,1.138543376,1.11,1.41,2537.0,6260.0,1.27,1.16,666.334
Kepler-1093 c,Kepler-1093,Transit,2016,89.722292,1.96,4.5,508.0,6166.0,1.2,1.13,1072.88
Kepler-714 b,Kepler-714,Transit,2016,8.098887986,9.67,67.6,986.0,5995.0,1.12,1.09,2083.37
Kepler-1633 b,Kepler-1633,Transit,2016,186.404271,1.58,3.12,925.0,6256.0,1.32,1.2,1114.91
Kepler-713 b,Kepler-713,Transit,2016,7.411141,2.48,6.71,905.0,5785.0,0.99,0.98,1089.87
Kepler-1480 b,Kepler-1480,Transit,2016,22.12679948,1.67,3.43,721.0,5156.0,0.81,0.85,500.892
Kepler-1479 b,Kepler-1479,Transit,2016,14.53261362,1.83,4.01,746.0,5796.0,0.98,0.99,728.668
Kepler-1481 b,Kepler-1481,Transit,2016,5.94220998,1.23,2.04,797.0,4908.0,0.75,0.8,459.076
Kepler-990 c,Kepler-990,Transit,2016,0.538354308,1.53,2.96,2386.0,5948.0,1.08,1.05,802.163
Kepler-969 c,Kepler-969,Transit,2016,1.682934604,0.99,0.937,1270.0,5214.0,0.82,0.92,390.354
Kepler-489 b,Kepler-489,Transit,2016,17.276296119,7.72,46.1,538.0,5014.0,0.76,0.82,369.645
Kepler-1532 b,Kepler-1532,Transit,2016,1.093663559,1.35,2.39,1681.0,5559.0,0.88,0.91,798.246
Kepler-605 b,Kepler-605,Transit,2016,3.383538066,1.44,2.67,1133.0,5462.0,0.88,0.91,556.58
Kepler-1635 b,Kepler-1635,Transit,2016,469.63111,3.64,12.9,200.0,5347.0,0.85,0.89,1069.45
Kepler-1483 b,Kepler-1483,Transit,2016,9.5085156,1.52,2.92,1131.0,6337.0,1.4,1.25,1273.78
Kepler-545 b,Kepler-545,Transit,2016,13.24934059,2.69,7.7,806.0,5882.0,1.07,1.04,818.001
Kepler-636 b,Kepler-636,Transit,2016,16.080661147,4.45,18.1,614.0,5203.0,0.8,0.85,310.301
Kepler-1016 c,Kepler-1016,Transit,2016,105.6551369,3.68,13.1,407.0,5821.0,1.0,0.99,1402.82
Kepler-1535 b,Kepler-1535,Transit,2016,138.9442,2.55,7.04,384.0,6021.0,1.11,1.08,897.733
Kepler-600 b,Kepler-600,Transit,2016,23.67517607,2.9,8.75,528.0,5279.0,0.81,0.84,619.723
Kepler-717 b,Kepler-717,Transit,2016,4.40840023,2.42,6.44,1139.0,5485.0,0.85,0.88,2805.48
Kepler-1485 b,Kepler-1485,Transit,2016,19.9157725,1.47,2.76,728.0,6087.0,1.12,1.11,615.66
Kepler-1484 b,Kepler-1484,Transit,2016,30.4549136,2.11,5.1,624.0,5730.0,0.92,0.94,2879.83
Kepler-1486 b,Kepler-1486,Transit,2016,54.6495759,2.32,5.99,538.0,5965.0,1.12,1.08,1769.14
Kepler-342 e,Kepler-342,Transit,2016,1.644224613,0.88,0.615,1897.0,6366.0,1.34,1.26,781.611
Kepler-582 b,Kepler-582,Transit,2016,18.49235668,3.68,13.1,603.0,5564.0,0.91,0.93,613.179
Kepler-1129 c,Kepler-1129,Transit,2016,76.5369586,2.73,7.9,503.0,5831.0,1.0,1.0,1183.88
Kepler-1538 b,Kepler-1538,Transit,2016,175.138819,2.82,8.35,346.0,5837.0,1.03,1.03,1125.3
Kepler-644 b,Kepler-644,Transit,2016,3.173917103,3.15,10.1,1655.0,6747.0,1.81,1.49,1318.05
Kepler-1487 b,Kepler-1487,Transit,2016,7.31946363,2.13,5.18,1682.0,6541.0,1.63,1.38,1014.62
Kepler-581 b,Kepler-581,Transit,2016,40.6069821,2.63,7.41,521.0,5772.0,1.0,1.0,703.758
Kepler-1516 b,Kepler-1516,Transit,2016,7.25931979,1.75,3.71,967.0,5904.0,1.07,1.04,1358.95
Kepler-1047 c,Kepler-1047,Transit,2016,3.18897601,0.99,0.937,1309.0,5754.0,1.13,1.08,817.647
Kepler-1409 b,Kepler-1409,Transit,2016,0.764864926,1.04,1.12,1733.0,5160.0,0.79,0.83,694.89
Kepler-585 b,Kepler-585,Transit,2016,2.752359753,2.83,8.4,1178.0,5593.0,0.93,0.96,585.187
Kepler-1488 b,Kepler-1488,Transit,2016,39.8189932,1.86,4.12,650.0,5820.0,1.31,1.05,905.825
Kepler-697 b,Kepler-697,Transit,2016,3.709870645,4.13,16.0,1151.0,5513.0,0.88,0.92,1277.33
Kepler-1425 b,Kepler-1425,Transit,2016,14.4541302,0.94,0.779,676.0,5718.0,0.95,0.97,863.873
Kepler-1350 c,Kepler-1350,Transit,2016,1.766789062,1.73,3.64,730.0,3827.0,0.53,0.55,340.691
Kepler-719 b,Kepler-719,Transit,2016,5.007317779,8.52,54.5,998.0,5777.0,0.98,0.99,2497.51
Kepler-1491 b,Kepler-1491,Transit,2016,16.5861762,1.51,2.89,821.0,5728.0,0.99,1.0,2065.59
Kepler-1492 b,Kepler-1492,Transit,2016,16.75255007,1.49,2.83,801.0,4712.0,0.72,0.77,331.553
Kepler-698 b,Kepler-698,Transit,2016,16.32976218,3.68,13.1,727.0,5612.0,0.91,0.94,1995.57
Kepler-1454 b,Kepler-1454,Transit,2016,47.0319479,1.88,4.19,492.0,5448.0,0.86,0.9,780.566
Kepler-460 c,KIC 5437945,Transit,2016,220.1303357,5.52,26.1,389.0,6146.0,1.26,1.17,1274.01
Kepler-720 b,Kepler-720,Transit,2016,4.708326542,8.41,53.4,1162.0,5618.0,0.92,0.95,1065.37
Kepler-547 b,Kepler-547,Transit,2016,6.010384289,4.0,15.1,768.0,4828.0,0.73,0.78,378.972
Kepler-1494 b,Kepler-1494,Transit,2016,91.080482,3.07,9.64,415.0,5659.0,0.94,0.96,1285.48
Kepler-1520 b,Kepler-1520,Transit,2016,0.653553572,5.77,28.1,1437.0,4677.0,0.71,0.76,607.917
Kepler-1065 c,Kepler-1065,Transit,2016,2.37030743,1.6,3.19,1256.0,5635.0,0.93,0.94,1122.48
Kepler-707 b,Kepler-707,Transit,2016,2.237492751,1.33,2.33,1160.0,5099.0,0.76,0.8,591.776
Kepler-602 b,Kepler-602,Transit,2016,15.28469497,2.09,5.02,852.0,6062.0,1.13,1.08,1159.31
Kepler-606 b,Kepler-606,Transit,2016,24.31575992,3.31,11.0,683.0,6161.0,1.22,1.13,1215.11
Kepler-721 b,Kepler-721,Transit,2016,5.392025388,2.64,7.46,850.0,5075.0,0.78,0.82,926.598
Kepler-937 c,Kepler-937,Transit,2016,153.343364,2.67,7.61,377.0,6095.0,1.22,1.15,1571.46
Kepler-638 b,Kepler-638,Transit,2016,6.07972888,1.83,4.01,1111.0,5382.0,0.93,0.88,991.214
Kepler-1073 c,Kepler-1073,Transit,2016,4.02582254,1.64,3.33,1169.0,5792.0,1.0,1.0,809.897
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,Microlensing,2015,,11.1,86.0,,,,0.18,6430.0
HATS-30 b,HATS-30,Transit,2016,3.1743516,13.170575,224.38798,1414.0,5943.0,1.061,1.093,342.14
K2-84 c,K2-84,Transit,2016,27.86,2.03,4.78,625.08,5652.0,0.93,0.95,284.876
K2-88 b,K2-88,Transit,2016,4.6122,1.23,2.04,464.6,3537.0,0.256,0.258,110.561
Kepler-615 b,Kepler-615,Transit,2016,10.35584657,1.74,3.68,620.0,4655.0,0.69,0.73,330.0
Kepler-506 b,Kepler-506,Transit,2016,6.8834055,2.73,7.9,1080.0,6236.0,1.19,1.19,228.439
Kepler-668 b,Kepler-668,Transit,2016,8.35390639,2.7,7.75,790.0,5352.0,0.82,0.87,784.618
Kepler-669 b,Kepler-669,Transit,2016,4.125546869,4.83,20.8,1243.0,6038.0,1.2,1.15,2063.41
HATS-15 b,HATS-15,Transit,2016,1.74748753,12.385945,689.6911,1505.0,5311.0,0.922,0.871,1139.55
HATS-16 b,HATS-16,Transit,2016,2.686502,14.5717,1039.3041,1592.0,5738.0,1.238,0.97,757.044
K2-89 b,K2-89,Transit,2016,1.096026,0.615,0.17,830.07,3691.0,0.318,0.347,86.0386
K2-91 b,K2-91,Transit,2016,1.419549,1.1,1.37,726.81,3622.0,0.284,0.292,62.5785
Kepler-737 b,Kepler-737,Transit,2016,28.59915399,1.96,4.5,298.0,3813.0,0.48,0.51,205.118
Kepler-670 b,Kepler-670,Transit,2016,2.816504852,13.18,,1219.0,5709.0,0.99,0.99,939.744
Kepler-671 b,Kepler-671,Transit,2016,4.280958588,2.69,7.7,1012.0,5624.0,0.95,0.97,1168.26
K2-5 c,K2-5,Transit,2015,10.93241,2.26,5.73,456.0,3930.0,0.57,0.61,202.943
K2-5 b,K2-5,Transit,2015,5.73594,1.91,4.31,565.0,3930.0,0.57,0.61,202.943
Kepler-223 c,Kepler-223,Transit,2014,9.84564,3.44,5.1,947.0,5803.0,1.72,1.125,1859.71
WASP-98 b,WASP-98,Transit,2014,2.96264036,12.823096,293.03926,1171.0,5473.0,0.741,0.809,281.742
Kepler-223 b,Kepler-223,Transit,2014,7.38449,2.99,7.4,1042.0,5803.0,1.72,1.125,1859.71
Kepler-672 b,Kepler-672,Transit,2016,38.3774623,2.5,6.8,529.0,5627.0,0.92,0.95,1033.93
Kepler-571 b,Kepler-571,Transit,2016,4.798599388,2.64,7.46,978.0,5527.0,0.9,0.93,723.875
K2-16 b,K2-16,Transit,2015,7.6188,2.02,4.74,658.0,4742.0,0.66,0.68,334.967
K2-16 c,K2-16,Transit,2015,19.07863,2.54,6.99,485.0,4742.0,0.66,0.68,334.967
K2-8 c,K2-8,Transit,2016,5.06416,2.41,6.39,801.0,4870.0,0.74,0.78,403.513
Kepler-223 d,Kepler-223,Transit,2014,14.78869,5.24,8.0,827.0,5803.0,1.72,1.125,1859.71
Kepler-653 b,Kepler-653,Transit,2016,14.70748976,1.95,4.46,819.0,5665.0,1.19,1.02,595.634
Kepler-742 b,Kepler-742,Transit,2016,8.360868238,3.24,10.6,690.0,4642.0,0.71,0.76,489.253
Kepler-673 b,Kepler-673,Transit,2016,3.728731093,6.54,34.8,1023.0,5355.0,0.84,0.88,918.21
Kepler-154 d,Kepler-154,Transit,2016,20.54981883,3.84,14.1,657.0,5769.0,0.98,0.98,915.212
HD 87646 b,HD 87646,Radial Velocity,2016,13.481,12.4,3941.092,1012.7,5770.0,1.55,1.12,73.58352
Kepler-80 e,Kepler-80,Transit,2014,4.64489,1.6,4.13,629.0,4540.0,0.678,0.73,369.451
Kepler-654 b,Kepler-654,Transit,2016,13.72465129,2.07,4.94,831.0,5865.0,1.11,1.04,974.124
Kepler-148 d,Kepler-148,Transit,2016,51.84688575,8.68,56.3,413.0,5172.0,0.81,0.86,791.163
Kepler-676 b,Kepler-676,Transit,2016,11.59822172,3.04,9.48,396.0,3701.0,0.49,0.51,295.196
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,Microlensing,2012,,7.72,46.1,,,,1.06,4019.0
WASP-85 A b,WASP-85 A,Transit,2016,2.6556777,13.89916,402.05495,1452.0,6112.0,0.935,1.09,141.887
Kepler-80 f,Kepler-80,Transit,2016,0.9867873,1.21,4459.73,1054.0,4540.0,0.678,0.73,369.451
Kepler-656 b,Kepler-656,Transit,2016,1.260259094,3.12,9.91,1569.0,5281.0,0.82,0.86,890.352
Kepler-655 b,Kepler-655,Transit,2016,46.4063358,2.71,7.8,588.0,6170.0,1.24,1.15,752.562
Kepler-678 b,Kepler-678,Transit,2016,7.27503724,5.14,23.1,833.0,5520.0,0.91,0.94,1826.15
Kepler-572 b,Kepler-572,Transit,2016,17.20523483,2.58,7.18,553.0,5212.0,0.79,0.83,504.667
WASP-114 b,WASP-114,Transit,2016,1.5487743,15.008851,562.24127,2043.0,5940.0,1.43,1.289,523.337
WASP-113 b,WASP-113,Transit,2016,4.54216874538,15.793481,150.96925,1496.0,5890.0,1.608,1.318,435.156
HD 59686 A b,HD 59686 A,Radial Velocity,2016,299.36,12.7,2199.3836,783.08,4658.0,13.2,1.9,89.2721
Kepler-679 b,Kepler-679,Transit,2016,12.39358604,3.01,9.32,677.0,5403.0,0.84,0.87,922.244
Kepler-680 b,Kepler-680,Transit,2016,3.689926291,2.42,6.44,1147.0,5890.0,1.11,1.08,1492.48
K2-47 b,K2-47,Transit,2016,31.6372,1.89,4.23,503.72,5054.0,0.76,0.75,349.881
K2-48 b,K2-48,Transit,2016,20.5065,2.24,5.65,550.56,4899.0,0.73,0.77,313.764
Kepler-617 b,Kepler-617,Transit,2016,1.682696148,1.32,2.3,750.0,3712.0,0.48,0.51,173.354
Kepler-588 b,Kepler-588,Transit,2016,4.221625357,2.63,7.41,1176.0,5835.0,1.0,1.01,1209.4
Kepler-573 b,Kepler-573,Transit,2016,22.18329658,2.79,8.2,646.0,5746.0,1.02,0.99,771.471
Kepler-681 b,Kepler-681,Transit,2016,26.39435646,3.08,9.69,489.0,5021.0,0.76,0.8,686.923
K2-49 b,K2-49,Transit,2016,2.77065,1.93,4.38,768.28,4175.0,0.45,0.51,457.125
K2-58 b,K2-58,Transit,2016,7.05254,2.68,7.65,920.17,5413.0,0.86,0.89,181.746
Kepler-1600 b,Kepler-1600,Transit,2016,386.370548,3.13,9.96,209.0,5214.0,0.82,0.86,1030.81
Kepler-727 b,Kepler-727,Transit,2016,5.154484417,2.53,6.94,964.0,5441.0,0.86,0.89,831.842
Kepler-589 b,Kepler-589,Transit,2016,16.54964934,2.27,5.77,656.0,5296.0,0.83,0.88,612.803
Kepler-660 b,Kepler-660,Transit,2016,9.27358194,2.57,7.13,649.0,4779.0,0.71,0.75,568.431
K2-58 c,K2-58,Transit,2016,2.53726,1.62,3.26,1293.86,5413.0,0.86,0.89,181.746
K2-58 d,K2-58,Transit,2016,22.8827,1.71,3.57,621.48,5413.0,0.86,0.89,181.746
Kepler-560 b,Kepler-560,Transit,2016,18.47764449,1.72,3.61,298.0,3556.0,0.33,0.34,109.308
Kepler-550 b,Kepler-550,Transit,2016,8.600104109,4.42,17.9,760.0,5322.0,0.83,0.87,531.944
Kepler-496 b,Kepler-496,Transit,2016,8.30864937,2.32,5.99,747.0,5293.0,0.82,0.86,605.274
KELT-10 b,KELT-10,Transit,2016,4.1662739,15.681391,215.80657,1377.0,5948.0,1.209,1.112,188.404
Kepler-712 c,Kepler-712,Transit,2016,226.89047,4.85,21.0,236.0,5148.0,0.78,0.84,872.493
K2-59 c,K2-59,Transit,2016,11.2954,2.3,5.9,692.77,5055.0,0.731,0.774,311.313
K2-59 b,K2-59,Transit,2016,20.6921,2.41,6.39,566.37,5055.0,0.731,0.774,311.313
Kepler-650 b,Kepler-650,Transit,2016,3.032145588,2.96,9.06,1507.0,5849.0,1.35,1.08,884.378
Kepler-728 b,Kepler-728,Transit,2016,5.743477265,3.34,11.1,982.0,5660.0,0.93,0.95,1765.23
Kepler-663 b,Kepler-663,Transit,2016,4.99678284,2.6,7.27,917.0,5264.0,0.82,0.86,1063.09
Kepler-1629 b,Kepler-1629,Transit,2016,3.87595807,0.77,0.381,1081.0,5776.0,1.01,1.01,336.09
K2-64 b,K2-64,Transit,2016,6.53044,2.07,4.94,877.23,5312.0,0.726,0.741,499.891
K2-63 b,K2-63,Transit,2016,20.257,3.22,10.5,1033.44,6771.0,1.63,1.4,517.534
Kepler-729 b,Kepler-729,Transit,2016,3.166353714,3.58,12.5,1273.0,5633.0,0.91,0.94,1921.15
Kepler-487 b,Kepler-487,Transit,2016,15.358768403,11.42,,662.0,5444.0,0.88,0.91,872.343
Kepler-618 b,Kepler-618,Transit,2016,3.595769645,2.6,7.27,1296.0,5860.0,1.08,1.05,1221.96
WASP-129 b,WASP-129,Transit,2016,5.748145,10.42437,317.83,1100.0,5900.0,0.9,1.0,301.462
WASP-133 b,WASP-133,Transit,2016,2.176423,13.56289,368.6828,1790.0,5700.0,1.44,1.16,559.084
K2-69 b,K2-69,Transit,2016,7.06599,2.32,5.99,573.61,4127.0,0.491,0.551,180.697
K2-68 b,K2-68,Transit,2016,8.05428,1.58,3.12,706.64,4746.0,0.675,0.73,168.652
Kepler-590 b,Kepler-590,Transit,2016,5.85296257,4.02,15.2,1056.0,6000.0,1.15,1.1,1421.81
Kepler-664 b,Kepler-664,Transit,2016,2.525593315,2.66,7.56,1406.0,5754.0,1.02,1.01,1210.12
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,Microlensing,2016,,1.62,3.24,,,,0.024,850.0
K2-75 b,K2-75,Transit,2016,7.8142,2.67,7.61,1268.65,5995.0,1.56,1.16,561.93
K2-71 b,K2-71,Transit,2016,6.98541,2.15,5.27,533.27,4006.0,0.426,0.477,153.192
Kepler-591 b,Kepler-591,Transit,2016,81.1694299,3.39,11.4,436.0,5677.0,0.94,0.97,785.137
HATS-25 b,HATS-25,Transit,2016,4.2986432,14.12334,194.82979,1277.0,5715.0,1.107,0.994,471.158
HATS-26 b,HATS-26,Transit,2016,3.3023881,19.61575,206.5895,1918.0,6071.0,2.04,1.299,861.843
K2-80 b,K2-80,Transit,2016,19.0918,2.01,4.7,666.05,5441.0,0.87,0.9,200.802
K2-75 c,K2-75,Transit,2016,18.311,2.77,8.1,955.14,5995.0,1.56,1.16,561.93
Kepler-736 b,Kepler-736,Transit,2016,3.60147201,2.93,8.91,996.0,5217.0,0.81,0.86,1005.43
Kepler-735 b,Kepler-735,Transit,2016,11.51516988,2.95,9.01,657.0,5107.0,0.8,0.85,695.059
Kepler-569 b,Kepler-569,Transit,2016,34.18890521,3.16,10.1,526.0,5616.0,0.93,0.95,638.301
Kepler-592 b,Kepler-592,Transit,2016,2.820192408,2.39,6.3,1367.0,5913.0,1.04,1.04,1153.13
HATS-27 b,HATS-27,Transit,2016,4.637038,16.8135,168.4499,1659.0,6438.0,1.74,1.415,816.988
K2-83 c,K2-83,Transit,2016,9.99767,1.483,2.8,459.75,3910.0,0.424,0.484,125.529
K2-84 b,K2-84,Transit,2016,6.4215,2.41,6.39,1019.22,5652.0,0.93,0.95,284.876
Kepler-562 b,Kepler-562,Transit,2016,18.009314436,5.21,23.7,658.0,5575.0,0.9,0.93,992.769
Kepler-651 b,Kepler-651,Transit,2016,21.38521506,2.37,6.21,574.0,5522.0,0.87,0.92,509.408
Kepler-593 b,Kepler-593,Transit,2016,21.21708973,2.87,8.6,706.0,5967.0,1.1,1.08,973.76
Kepler-570 b,Kepler-570,Transit,2016,4.301662003,2.45,6.57,1009.0,5496.0,0.9,0.93,568.148
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,Microlensing,2017,,13.2,890.0,,,,0.29,6500.0
Kepler-1650 b,Kepler-1650,Transit,2017,1.53818001,0.96,0.84,602.0,3410.0,0.334,0.326,134.397
K2-178 b,K2-178,Transit,2018,8.747818,3.55790985,12.4,840.29,5525.0,0.887267,0.95109,214.753
K2-72 c,K2-72,Transit,2016,15.189034,1.16,1.65,333.81,3360.47,0.330989,0.271365,66.4321
WASP-53 b,WASP-53,Transit,2017,3.3098443,12.038466,677.61356,1053.0,4953.0,0.798,0.839,201.338
K2-60 b,K2-60,Transit,2016,3.00265,7.655747,135.39558,1400.0,5500.0,1.12,0.97,491.87
Kepler-1651 b,Kepler-1651,Transit,2017,9.87863917,1.84,4.04,393.0,3713.0,0.503,0.522,66.4074
BD+03 2562 b,BD+03 2562,Radial Velocity,2017,481.9,12.7,2034.112,985.04,4095.0,32.35,1.14,1070.63
K2-72 e,K2-72,Transit,2016,24.158868,1.29,2.21,286.34,3360.47,0.330989,0.271365,66.4321
