pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist
Kepler-1693 c,Kepler-1693,Transit,2021,5.363709927,0.97698289,0.894,1059.0,5553.0,1.098,0.941,760.065
TOI-5174 b,TOI-5174,Transit,2022,12.214286,5.351,24.8,808.37,5643.77,1.09457,1.0,197.243
WASP-172 b,WASP-172,Transit,2018,5.477433,17.59813,149.3801,1740.0,6900.0,1.91,1.49,538.11
Kepler-403 b,Kepler-403,Transit,2014,7.031462,1.25,2.1,1194.0,6090.0,1.329,1.299,840.269
KMT-2022-BLG-2286L b,KMT-2022-BLG-2286L,Microlensing,2024,,12.1,6038.739733,,,,0.2,7320.0
Kepler-1493 b,Kepler-1493,Transit,2016,15.0217983,1.41,2.57,874.0,5863.0,1.29,1.06,555.051
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,Microlensing,2023,,12.7,2262.93825784,,,,0.91,6370.0
Kepler-137 c,Kepler-137,Transit,2014,18.735753,1.88,4.19,568.0,5187.0,0.802,0.85,302.979
TOI-2114 b,TOI-2114,Transit,2026,6.209959,14.54925695,324.18497514,1472.0,6400.0,1.97,1.309,317.845
TOI-5806 b,TOI-5806,Transit,2026,3.1856381,15.13212395,721.47048389,1621.0,6730.0,1.387,1.333,119.199
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,Microlensing,2019,,13.2,890.0,,,,0.18,7100.0
TOI-7169 b,TOI-7169,Transit,2026,3.4373125,16.53324653,130.30964687,1631.0,5714.0,1.5,0.885,467.151
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,Microlensing,2020,,1.82,3.96,,,,0.12,7580.0
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,Microlensing,2023,,13.1,1061.54687938,,,,0.66,5630.0
MOA-bin-1L b,MOA-bin-1L,Microlensing,2012,,13.0,1200.0,,,,0.75,5100.0
Kepler-365 b,Kepler-365,Transit,2014,10.664903,2.04,4.82,865.0,6012.0,1.048,1.02,1038.99
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,Microlensing,2021,,11.9,8581.366989,,,,0.49,1220.0
HD 11977 b,HD 11977,Radial Velocity,2005,711.0,12.7,2080.0,547.97,4970.0,10.09,1.91,67.9331
Kepler-1038 b,Kepler-1038,Transit,2016,148.4603382,3.53,12.2,285.0,5335.0,0.83,0.87,584.136
Kepler-250 c,Kepler-250,Transit,2014,7.156804,2.28,5.82,782.0,5160.0,0.805,0.806,760.585
eps CrB b,eps CrB,Radial Velocity,2012,417.9,12.7,2129.461,853.92,4406.0,21.0,1.7,69.8683
TOI-521 b,TOI-521,Transit,2025,1.54285047,1.98,5.3,794.0,3544.0,0.421,0.42,60.9425
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,Microlensing,2016,,13.1,1100.0,,,,0.3,1200.0
KOI-134 c,KOI-134,Transit Timing Variations,2025,33.95,9.86,69.92224954,798.82,6160.0,1.667,1.407,1159.21
HD 127195 c,HD 127195,Radial Velocity,2026,836.99,14.1,206.58846455,,4981.0,4.16,1.34,84.7167
HD 125136 b,HD 125136,Radial Velocity,2026,849.77,13.3,718.29219982,,4959.0,5.39,1.55,121.257
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,Microlensing,2022,,4.06,15.5,,,,0.28,7200.0
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,Microlensing,2022,,3.92,14.62010672,,,,0.45,7290.0
alf Ari b,alf Ari,Radial Velocity,2010,380.8,13.4,572.07,747.22,4553.0,13.9,1.5,20.21019
TOI-2180 b,TOI-2180,Transit,2022,260.79,11.32107051,875.61726129,348.0,5695.0,1.636,1.111,116.685
KMT-2024-BLG-0404L c,KMT-2024-BLG-0404L,Microlensing,2025,,4.33,17.3,,,,0.09,7210.0
Kepler-122 e,Kepler-122,Transit,2014,37.993273,2.6,27.7,618.0,6050.0,1.216,0.982,1027.45
Kepler-411 c,Kepler-411,Transit,2016,7.834435,4.421,26.4,838.0,4974.0,0.82,0.87,153.676
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,Microlensing,2021,,14.0,240.0,,,,0.43,6220.0
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,Microlensing,2022,,7.71,46.0,,4570.0,,0.58,7200.0
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,Microlensing,2012,,12.4,3500.0,,,,0.16,2800.0
KMT-2017-BLG-2197L b,KMT-2017-BLG-2197L,Microlensing,2025,,12.5,2809.60311788,,,,0.36,7800.0
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,Microlensing,2022,,2.22,5.56,,,,0.47,4150.0
Kepler-302 b,Kepler-302,Transit,2014,30.184104,4.06,15.5,634.0,5740.0,1.22,1.021,1402.58
GJ 3779 b,GJ 3779,Radial Velocity,2018,3.0232,2.75,8.0,526.94,3324.0,0.281,0.27,13.743
Kepler-985 b,Kepler-985,Transit,2016,116.331901,2.98,9.17,323.0,5434.0,0.85,0.91,679.361
Kepler-248 b,Kepler-248,Transit,2014,6.308205,3.02,9.38,819.0,5190.0,0.831,0.838,738.792
Kepler-836 b,Kepler-836,Transit,2016,11.36112327,2.73,7.9,869.0,5895.0,1.04,1.03,980.035
TOI-1224 c,TOI-1224,Transit,2024,17.945466,2.884,8.67,303.12,3326.0,0.404,0.4,37.3312
Kepler-142 d,Kepler-142,Transit,2014,41.809118,2.16,5.31,582.0,5790.0,1.269,0.978,548.686
OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,Microlensing,2021,,14.2,162.09248757,,,,0.27,6980.0
MOA-2022-BLG-563L b,MOA-2022-BLG-563L,Microlensing,2024,,14.0,127.1313628,,,,0.48,6530.0
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,Microlensing,2023,,13.8,340.07639549,,,,0.37,7090.0
KMT-2024-BLG-1005L b,KMT-2024-BLG-1005L,Microlensing,2025,,12.1,6674.396547,,,,0.055,6950.0
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,Microlensing,2022,,10.6,79.45710175,,,,0.14,8240.0
Kepler-1676 b,Kepler-1676,Transit,2020,29.9221,3.3769596,11.3,782.0,5878.3,1.06066,1.07,
K2-65 b,K2-65,Transit,2016,12.6475,1.58,3.12,723.51,5213.0,0.84,0.87,72.2
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,Microlensing,2022,,10.9,82.63538582,,,,0.093,4050.0
KMT-2023-BLG-0466L b,KMT-2023-BLG-0466L,Microlensing,2026,,13.1,1032.94232275,,,,0.44,6800.0
BD+63 1405 b,BD+63 1405,Radial Velocity,2021,1198.48,12.4,3305.4154328,150.69,5000.0,0.804724,0.816,38.0473
WASP-73 b,WASP-73,Transit,2014,4.08722,15.91678,908.9938,1790.0,6030.0,2.55,2.52,316.678
Kepler-733 b,Kepler-733,Transit,2016,20.83424726,2.82,8.35,595.0,5418.0,0.86,0.9,916.706
Kepler-124 d,Kepler-124,Transit,2014,30.950851,1.11,1.41,428.0,4984.0,0.636,0.706,420.046
Kepler-244 c,Kepler-244,Transit,2014,9.767292,2.05,4.86,791.0,5554.0,0.803,0.933,1036.49
Kepler-2001 c,Kepler-2001,Transit,2023,14.092583189,1.82,3.97,597.0,5081.0,0.77,0.864,776.55
KMT-2021-BLG-0852L b,KMT-2021-BLG-0852L,Microlensing,2026,,14.2,155.73591943,,,,0.75,7230.0
Kepler-32 b,Kepler-32,Transit,2011,5.90124,2.2,1303.0,514.0,3900.0,0.53,0.58,323.847
TOI-5108 b,TOI-5108,Transit,2025,6.753581,6.6,32.0,1180.0,5808.0,1.29,1.1,130.919
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,Microlensing,2021,,14.0,245.0457018,,,,0.064,6421.0
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,Microlensing,2022,,2.41,6.4,,,,0.47,6500.0
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,Microlensing,2009,,4.72,20.0,,,,0.64,5900.0
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,Microlensing,2014,,4.29,17.0,,,,0.11,7200.0
Kepler-132 c,Kepler-132,Transit,2014,6.414914,1.28,2.18,1069.0,6003.0,1.178,0.929,349.549
KMT-2025-BLG-0481L b,KMT-2025-BLG-0481L,Microlensing,2026,,14.1,187.51876013,,,,0.22,7980.0
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,Microlensing,2020,,13.7,397.0,,,,0.48,6120.0
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,Microlensing,2018,,13.5,505.0,,,,0.211,
KMT-2022-BLG-1790L b,KMT-2022-BLG-1790L,Microlensing,2025,,13.5,549.84314411,,,,0.58,6480.0
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,Microlensing,2021,,13.7,346.43296363,,,,0.69,5910.0
Kepler-47 b,Kepler-47,Transit,2012,49.4643,3.05,2.07,490.2,5636.0,0.936,0.957,1025.02
HD 190007 b,HD 190007,Radial Velocity,2020,11.724128,4.06,15.5,651.41,4610.0,0.79,0.77,12.7141
Kepler-1219 b,Kepler-1219,Transit,2016,16.10467749,2.12,5.14,1159.0,5944.0,1.94,1.25,880.895
Kepler-1808 b,Kepler-1808,Transit,2021,23.3404007,3.02511302,9.4,601.0,5530.0,0.892,0.773,1022.01
Kepler-824 b,Kepler-824,Transit,2016,4.51436633,1.87,4.16,1231.0,6035.0,1.22,1.15,1201.4
HD 95089 b,HD 95089,Radial Velocity,2009,464.4,13.7,400.4658,458.34,4918.0,5.08,1.54,136.957
Kepler-610 c,Kepler-610,Transit,2016,151.86392,3.3,10.9,318.0,5943.0,1.13,1.1,845.824
Kepler-410 A b,Kepler-410 A,Transit,2013,17.833648,2.838,8.44,866.0,6273.0,1.352,1.214,147.527
DMPP-6 b,DMPP-6,Radial Velocity,2026,7.6027,2.28,5.8,1203.65,6182.09,1.27,1.079,54.6303
Gaia22dkvL b,Gaia22dkvL,Microlensing,2024,,14.1,187.83658854,,,,1.145,1270.0
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,Microlensing,2023,,2.04,4.83,,,,0.18,2000.0
Kepler-1063 b,Kepler-1063,Transit,2016,14.07971466,1.49,2.83,931.0,5945.0,1.14,1.09,343.226
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,Microlensing,2022,,13.6,120.77479466,,,,0.57,6280.0
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,Microlensing,2019,,3.81,13.93,,,,0.231,5650.0
KMT-2023-BLG-0830L b,KMT-2023-BLG-0830L,Microlensing,2025,,4.41,17.79839079,,,,0.22,7250.0
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,Microlensing,2024,,6.97,38.77506565,,,,0.61,6390.0
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,Microlensing,2022,,6.2,31.7828407,,,,0.32,6950.0
OGLE-2023-BLG-0766L b,OGLE-2023-BLG-0766L,Microlensing,2026,,13.7,349.6112477,,,,0.39,7400.0
Kepler-1628 b,Kepler-1628,Transit,2016,76.378033,6.43,33.8,240.0,3724.0,0.52,0.55,352.0
OGLE2-TR-L9 b,OGLE2-TR-L9,Transit,2008,2.4855335,18.046,1430.175,2034.0,6933.0,1.53,1.52,1627.63
TOI-5736 b,TOI-5736,Transit,2025,0.64899,1.56,3.05,1311.0,3949.0,0.58,0.57,92.3604
Kepler-1577 b,Kepler-1577,Transit,2016,6.30560247,1.13,1.51,1125.0,4862.0,0.74,0.78,510.029
K2-13 b,K2-13,Transit,2015,39.91488,1.89,4.23,511.0,5698.0,0.78,0.8,342.394
Kepler-122 f,Kepler-122,Transit,2014,56.268,1.75,36.0,543.0,5917.0,0.949,1.03,1027.45
Kepler-414 c,Kepler-414,Transit,2014,7.171,3.01,29.9,890.0,5536.0,0.946,0.89,413.46
TOI-1533 b,TOI-1533,Transit,2026,3.6457974,2.89,28.1,1011.0,5146.0,0.849,0.88,100.051
Kepler-675 b,Kepler-675,Transit,2016,2.33743801,2.44,6.53,1070.0,4945.0,0.75,0.79,665.68
Kepler-1489 c,Kepler-1489,Transit,2024,0.680741,0.51,0.087,,5565.53,0.957,0.977,1283.05
K2-190 c,K2-190,Transit,2018,21.574023,1.09308317,1.34,,5631.0,0.912206,0.904597,160.679
Kepler-276 c,Kepler-276,Transit,2013,31.884,2.9,16.6,563.0,5693.0,1.03,1.1,1144.86
HD 148164 b,HD 148164,Radial Velocity,2018,328.55,13.7,390.9309,337.89,6032.0,1.34,1.21,77.1971
Kepler-1996 b,Kepler-1996,Transit,2023,32.376183,2.26,5.73,392.0,4580.0,0.675,0.748,440.561
HIP 107772 b,HIP 107772,Radial Velocity,2020,55.199,3.64,12.9,280.92,4006.0,0.513922,0.63,23.6434
Kepler-446 c,Kepler-446,Transit,2015,3.036179,1.11,1.41,520.0,3359.0,0.24,0.22,96.339
KIC 3526061 b,KIC 3526061,Radial Velocity,2022,3552.0,12.1,5768.58558705,248.63,4829.0,5.86,1.42,401.229
HD 11964 c,HD 11964,Radial Velocity,2008,37.91,5.38,25.0,757.54,5303.0,2.00971,0.91,33.5369
Kepler-1482 b,Kepler-1482,Transit,2016,12.25383217,1.01,1.01,678.0,5381.0,0.84,0.88,567.556
TOI-5515 b,TOI-5515,Transit,2026,8.59225810839,2.65362762,7.53,778.1,5483.65,0.835682,0.963,135.459
TOI-2184 b,TOI-2184,Transit,2022,6.90683,11.39953337,206.58846455,1676.05,5966.0,2.9,1.53,788.317
HD 102329 c,HD 102329,Radial Velocity,2016,1123.0,13.5,483.1016,,4830.0,6.3,1.3,217.107
HD 39194 b,HD 39194,Radial Velocity,2021,5.63692,1.99,4.62,915.16,5205.0,0.783742,0.86,26.4131
HD 199509 b,HD 199509,Radial Velocity,2022,99.62167,7.43,43.22466335,410.73,5796.02,0.92,1.04,24.3056
Kepler-325 d,Kepler-325,Transit,2014,38.715185,2.79,8.2,498.0,5752.0,1.003,0.914,823.242
Kepler-1940 b,Kepler-1940,Transit,2021,4.950610161,1.54732469,3.01,885.0,5431.0,0.717,0.802,798.595
TOI-2545 b,TOI-2545,Transit,2022,7.994037,2.75,8.0,1022.99,5846.29,1.25324,1.055,107.118
Kepler-1612 b,Kepler-1612,Transit,2016,3.91795101,1.03,1.08,1030.0,5643.0,0.94,0.96,764.726
HD 136352 c,HD 136352,Radial Velocity,2019,27.59221,2.916,11.24,677.0,5664.0,1.058,0.87,14.682
EPIC 201615463 c,K2-166,Transit,2019,3.80464,1.22,1.98,,5960.0,1.61,1.073,476.882
Kepler-225 b,Kepler-225,Transit,2014,6.738975,1.2,1.87,579.0,3682.0,0.48,0.593,561.101
HD 20868 b,HD 20868,Radial Velocity,2008,380.85001,13.7,397.2875,207.11,4802.0,0.76,0.39,47.7223
Kepler-1930 b,Kepler-1930,Transit,2021,13.02680016,1.52955541,2.95,643.0,5083.0,0.844,0.844,275.694
Kepler-1439 b,Kepler-1439,Transit,2016,8.07392849,1.46,2.73,420.0,3578.0,0.43,0.46,225.393
HD 155193 b,HD 155193,Radial Velocity,2021,352.65,14.0,238.37130525,391.86,6239.0,1.76439,1.221,57.7995
TOI-1266 c,TOI-1266,Transit,2020,18.8027,1.98,3.17,346.0,3563.0,0.4232,0.437,36.0118
Kepler-1536 b,Kepler-1536,Transit,2016,364.758031,3.14,10.0,166.0,4434.0,0.67,0.71,387.248
HD 134987 b,HD 134987,Radial Velocity,1999,258.17999,13.5,511.7063,339.45,5736.0,1.22,1.1,26.1804
Kepler-961 b,Kepler-961,Transit,2016,16.87727414,2.55,7.04,642.0,5582.0,0.9,0.96,574.314
Kepler-539 b,Kepler-539,Transit,2016,125.63243,8.373123,308.2951,387.6,5820.0,0.952,1.048,307.318
HD 5278 c,HD 5278,Radial Velocity,2021,40.87,4.49,18.4,664.95,6203.0,1.194,1.126,57.5846
Kepler-319 c,Kepler-319,Transit,2014,6.941357,2.63,7.41,876.0,5526.0,0.903,0.933,503.436
HD 179079 b,HD 179079,Radial Velocity,2008,14.479,,4195.3349724,997.61,5646.0,1.63,1.14,69.7116
Kepler-1099 b,Kepler-1099,Transit,2016,2.168452593,2.83,8.4,1558.0,5837.0,1.0,1.01,1022.8
Kepler-244 d,Kepler-244,Transit,2014,20.050401,2.31,15.2,622.0,5554.0,0.803,0.933,1036.49
NY Vir c,NY Vir,Eclipse Timing Variations,2019,8799.0,12.8,1760.7782,,32780.0,0.151,0.459,544.024
Kepler-377 b,Kepler-377,Transit,2014,12.509529,1.39,2.51,875.0,5949.0,1.224,1.043,823.804
Kepler-879 b,Kepler-879,Transit,2016,33.3855938,2.57,7.13,580.0,5792.0,1.02,1.02,802.672
Kepler-705 b,Kepler-705,Transit,2016,56.0560538,2.11,5.1,265.0,3722.0,0.51,0.53,276.881
Kepler-163 c,Kepler-163,Transit,2014,21.347262,2.26,5.73,648.0,5776.0,0.917,0.882,689.814
TOI-778 b,TOI-778,Transit,2023,4.633611,15.4,878.0,1561.0,6643.0,1.71,1.4,161.743
Kepler-1355 b,Kepler-1355,Transit,2016,1.289588112,1.46,2.73,1448.0,5352.0,0.83,0.88,911.269
KOI-134 b,KOI-134,Transit,2025,67.1277,12.03844527,346.43296363,659.0,6160.0,1.667,1.407,1159.21
Kepler-138 b,Kepler-138,Transit,2014,10.3134,0.64,0.07,452.0,3841.0,0.535,0.535,66.8624
Kepler-1542 e,Kepler-1542,Transit,2016,5.10115756,0.76,0.363,1065.0,5564.0,0.99,0.94,399.114
Kepler-1579 b,Kepler-1579,Transit,2016,0.849907889,0.84,0.52,1139.0,4584.0,0.7,0.75,466.0
K2-264 c,K2-264,Transit,2018,19.660302,2.668,7.6,331.0,3660.0,0.473,0.496,185.605
Kepler-1073 d,Kepler-1073,Transit,2021,2.504760027,1.48770949,2.82,1369.0,5509.0,1.116,0.924,809.897
Kepler-510 b,Kepler-510,Transit,2016,19.55659418,2.47,6.66,797.0,5746.0,1.41,0.91,386.177
HD 164509 b,HD 164509,Radial Velocity,2012,280.17,14.3,140.79869,319.12,5859.0,1.11,1.12,53.1119
TIC 34085383 b,TIC 34085383,Transit,2026,3.47793368523,3.91982296,14.6,,4694.84,0.809951,0.733,149.12
TYC 3667-1280-1 b,TYC 3667-1280-1,Radial Velocity,2016,26.468,12.8,1716.282,1350.0,5130.0,6.26,1.87,477.516
HATS-59 c,HATS-59,Radial Velocity,2018,1422.0,12.3,4036.441,175.9,5670.0,1.036,1.038,642.884
Kepler-1605 b,Kepler-1605,Transit,2016,85.7565495,1.08,1.28,528.0,5280.0,0.82,0.86,546.23
Ross 458 c,Ross 458,Imaging,2010,,14.01125,1906.98,4.32,3965.42,0.562566,0.556419,11.5094
SR 12 AB c,SR 12 AB,Imaging,2010,,12.3,4131.62,,3828.93,1.103075,,112.31721584
HD 187123 b,HD 187123,Radial Velocity,1998,3.0965828,14.2,166.218,1450.9,5790.0,1.15043,1.04,45.9548
OGLE-TR-132 b,OGLE-TR-132,Transit,2004,1.689868,13.45,375.02,2013.0,6210.0,1.32,1.305,2012.62
OGLE-TR-56 b,OGLE-TR-56,Transit,2002,1.2119189,15.278,441.77,2212.0,6050.0,1.363,1.228,282.83913869
WASP-156 b,WASP-156,Transit,2017,3.8361629,6.15,42.0,934.5,5036.0,0.8268,0.8712,122.066
HD 22781 b,HD 22781,Radial Velocity,2011,528.07,12.3,4338.2,193.48,5027.0,0.743475,0.75,32.6034
Kepler-16 b,Kepler-16,Transit,2011,228.776,8.4493,105.833,205.9,4450.0,0.6489,0.6897,75.0852
Kepler-27 c,Kepler-27,Transit,2011,31.3309,4.9,4385.87,481.0,5400.0,0.59,0.65,1044.36
WASP-23 b,WASP-23,Transit,2010,2.9444256,10.783,280.95,1076.55,5150.0,0.765,0.78,207.49
Kepler-27 b,Kepler-27,Transit,2011,15.3348,4.0,2895.31,610.0,5400.0,0.59,0.65,1044.36
HD 114783 b,HD 114783,Radial Velocity,2001,493.7,13.7,349.6,210.79,5135.0,0.840622,0.853,21.0628
HD 19994 b,HD 19994,Radial Velocity,2003,466.2,13.6,435.41,350.1,6188.0,1.79647,1.365,22.5242
47 UMa b,47 UMa,Radial Velocity,1996,1078.0,13.2,804.08,215.23,5872.0,1.21334,1.06,13.7967
Kepler-18 c,Kepler-18,Transit,2011,7.64159,5.49,17.3,899.0,5345.0,1.108,0.972,433.047
Kepler-18 b,Kepler-18,Transit,2011,3.504725,2.0,6.9,1165.0,5345.0,1.108,0.972,433.047
Kepler-31 c,Kepler-31,Transit,2011,42.6318,5.3,1493.7,615.0,6340.0,1.22,1.21,1664.64
Kepler-32 e,Kepler-32,Transit,2012,2.896,1.5,4.08181,652.0,3900.0,0.53,0.58,323.847
61 Vir b,61 Vir,Radial Velocity,2009,4.215,2.11,5.1,1177.85,5577.0,0.963,0.942,8.50332
61 Vir c,61 Vir,Radial Velocity,2009,38.021,4.46,18.2,565.87,5577.0,0.963,0.942,8.50332
47 UMa d,47 UMa,Radial Velocity,2009,14002.0,13.5,521.22,91.58,5872.0,1.21334,1.06,13.7967
47 UMa c,47 UMa,Radial Velocity,2001,2391.0,14.2,171.621,164.38,5872.0,1.21334,1.06,13.7967
BD-08 2823 c,BD-08 2823,Radial Velocity,2009,237.6,12.5,104.0,233.85,4746.0,0.71,0.74,41.3342
CoRoT-23 b,CoRoT-23,Transit,2011,3.6313,11.77,889.9,1660.0,5900.0,1.61,1.14,1060.97
Kepler-18 d,Kepler-18,Transit,2011,14.85888,6.98,16.4,720.0,5345.0,1.108,0.972,433.047
HATS-1 b,HATS-1,Transit,2012,3.446459,14.594,589.55,1359.0,5870.0,1.038,0.986,283.971
HD 47186 c,HD 47186,Radial Velocity,2008,1353.6,13.0,111.42,183.18,5657.0,1.08,0.96,37.4574
HD 196885 A b,HD 196885 A,Radial Velocity,2007,1333.0,13.2,819.97,224.21,6254.0,1.31,1.28,34.1692
CoRoT-6 b,CoRoT-6,Transit,2009,8.886593,13.068,940.74,1017.0,6090.0,1.025,1.05,645.294
HR 8799 b,HR 8799,Imaging,2008,170000.0,13.0,2000.0,1200.0,7204.58,1.49338,1.5,41.2441
HAT-P-37 b,HAT-P-37,Transit,2011,2.797436,13.204,371.528,1271.0,5500.0,0.877,0.929,390.594
Kepler-42 b,Kepler-42,Transit,2011,1.2137672,0.78,0.705944,519.0,3068.0,0.17,0.13,40.0595
Kepler-32 d,Kepler-32,Transit,2012,22.7802,2.7,39.9089,328.0,3900.0,0.53,0.58,323.847
Kepler-32 f,Kepler-32,Transit,2012,0.74296,0.82,1862.11,1026.0,3900.0,0.53,0.58,323.847
BD+20 2457 b,BD+20 2457,Radial Velocity,2009,379.63,12.1,6807.63,1159.67,4137.0,49.0,2.8,1539.71
HR 8799 d,HR 8799,Imaging,2008,37000.0,13.0,3000.0,1300.0,7204.58,1.49338,1.5,41.2441
GJ 179 b,GJ 179,Radial Velocity,2009,2288.0,13.8,301.93698665,64.53,3370.0,0.38,0.357,12.356
SWEEPS-4 b,SWEEPS-4,Transit,2006,4.2,9.079,1207.7,,,1.18,1.24,8500.0
Kepler-42 c,Kepler-42,Transit,2011,0.45328509,0.73,60.337,720.0,3068.0,0.17,0.13,40.0595
Kepler-33 c,Kepler-33,Transit,2011,13.17562,3.2,0.39,1009.0,5904.0,1.82,1.291,1209.16
Kepler-35 b,Kepler-35,Transit,2011,131.458,8.16,40.363,352.89,5606.0,1.0284,0.8877,1819.17
CoRoT-16 b,CoRoT-16,Transit,2011,5.35227,13.11,170.032,1195.53,5650.0,1.19,1.098,732.409
HD 240210 b,HD 240210,Radial Velocity,2009,501.75,12.8,1655.82,970.67,4297.0,25.456816,0.82,372.405
BD+20 2457 c,BD+20 2457,Radial Velocity,2009,621.99,12.4,3963.17,984.96,4137.0,49.0,2.8,1539.71
HD 110014 b,HD 110014,Radial Velocity,2009,835.477,12.4,3524.59,669.84,4445.0,20.9,2.17,100.758
HIP 5158 b,HIP 5158,Radial Velocity,2009,345.72,13.6,451.0,219.65,4962.0,0.75,0.78,51.6026
Kepler-33 e,Kepler-33,Transit,2011,31.7844,4.02,5.57,752.0,5904.0,1.82,1.291,1209.16
Kepler-33 d,Kepler-33,Transit,2011,21.77596,5.35,3.91,853.0,5904.0,1.82,1.291,1209.16
BD+20 274 b,BD+20 274,Radial Velocity,2012,578.2,13.0,1334.886,755.7,4296.0,17.3,0.8,1322.51
KELT-1 b,KELT-1,Transit,2012,1.217514,12.442,8654.15,2361.0,6516.0,1.471,1.335,268.43
CoRoT-5 b,CoRoT-5,Transit,2009,4.0378962,15.558,148.42,1438.0,6100.0,1.186,1.0,882.472
HD 134987 c,HD 134987,Radial Velocity,2009,5000.0,13.9,260.0,125.03,5585.0,1.25,1.1,26.1804
HD 147018 b,HD 147018,Radial Velocity,2009,44.236,13.4,674.0,519.98,5441.0,0.937948,0.927,40.4256
Kepler-33 f,Kepler-33,Transit,2011,41.02902,4.46,9.6,691.0,5904.0,1.82,1.291,1209.16
Kepler-31 b,Kepler-31,Transit,2011,20.8613,5.5,36.7418,781.0,6340.0,1.22,1.21,1664.64
Kepler-34 b,Kepler-34,Transit,2011,288.822,8.564,69.92,294.42,5913.0,1.1618,1.0479,1800.82
HD 45350 b,HD 45350,Radial Velocity,2004,963.6,13.5,568.89,217.81,5566.0,1.26442,0.98,46.8733
HD 147018 c,HD 147018,Radial Velocity,2009,1008.0,12.7,2080.0,183.28,5441.0,0.937948,0.927,40.4256
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,Imaging,2011,10037.5,12.4,3337.1,370.0,580.5,,0.021,23.1
HD 220773 b,HD 220773,Radial Velocity,2011,3724.7,13.6,460.8,167.02,5940.0,1.679696,1.16,50.5103
HD 147513 b,HD 147513,Radial Velocity,2003,528.4,13.7,385.0,244.43,5883.0,0.98,1.11,12.9032
HD 129445 b,HD 129445,Radial Velocity,2009,1840.0,13.3,797.74930157,173.36,5646.0,1.175816,0.99,67.4386
WASP-5 b,WASP-5,Transit,2008,1.6284279,12.184,502.15,1706.0,5700.0,1.029,0.96,309.137
OGLE-TR-111 b,OGLE-TR-111,Transit,2004,4.0144463,11.421971,174.799,1019.0,5040.0,0.83,0.82,1068.33
HD 8535 b,HD 8535,Radial Velocity,2010,1313.0,14.0,216.1244,206.21,6136.0,1.19,1.13,55.4401
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,Microlensing,2011,2800.0,3.21,10.4,,,,0.56,3040.0
GJ 667 C b,GJ 667 C,Radial Velocity,2012,7.203,2.25,5.68,,3350.0,,0.33,7.24396
HIP 5158 c,HIP 5158,Radial Velocity,2011,9017.76,12.2,4780.1632,72.63,4813.0,0.754089,0.78,51.6026
HAT-P-23 b,HAT-P-23,Transit,2010,1.212884,15.334,664.237,2056.0,5905.0,1.203,1.13,364.813
HAT-P-20 b,HAT-P-20,Transit,2010,2.875317,9.718,2302.899,970.0,4595.0,0.694,0.756,71.0374
CoRoT-17 b,CoRoT-17,Transit,2011,3.7681,11.43,772.29,1626.0,5740.0,1.59,1.04,1176.12
HD 132563 b,HD 132563,Radial Velocity,2011,1544.0,13.6,473.547,213.27,6289.0,1.29577,1.231,105.155
Kepler-45 b,Kepler-45,Transit,2011,2.455239,10.76,160.497,1000.0,3820.0,0.55,0.59,381.949
HU Aqr AB b,HU Aqr,Eclipse Timing Variations,2011,2390.0,12.8,1875.197,,5952.0,,0.88,192.19807871
